#input=PHENOTYPE
name	dbId	dataset_name	dataset_version	license_name	location_name	treatments_description	year	1000 Spine Weight [kg]	Diastatic power	Dry mass percent [pct]	Cactuar age [mfn]	Areoles frequency	Boiling water resistance factor	Cactuar size [m]	Crassulacean acid metabolism stem	Crassulacean acid metabolism spike	Cactuar virus x [sg]
CACTUAR-43	43	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				332.2			4.5			7.417
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee		2002							70			
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	53.0211			350.9			9			
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	60.236	96.048		335.5	99.902	335.808	68.75	2.134	2.112	
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	59.521	97.152		341	90.926	331.815	6.05	2.013	1.969	
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	64.944			358.6			8.333			
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	65.681			358.6			9			
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				358.6			3.33			
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997							90			2.75
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998				357.5			80			2.75
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999				327.8			2.2			2.75
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	58.31			336.6			52.5			3.333
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001	67.507			358.6			80.6663			0
CACTUAR-45	45	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				350.9			0			5
CACTUAR-48	48	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	66.2607			211.2		340.45	0	1.969		
CACTUAR-48	48	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				211.2			9.1663			
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee		2003							0			
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	61.53	99		310	98.2	334.224	2.75	2.277	1.892	
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	57.2	95.4		349.8	96	344.3	0	1.848	1.87	
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003		97		357.5	94.82	337.7	6.0003	1.98	1.881	
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001							0			0.045
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				328.9			33.333			13.9337
CACTUAR-49	49	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				346.5			9			1.5763
CACTUAR-50	50	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	50.0511	98	93.3141	180.4	99	345.818	0	1.848	1.925	
CACTUAR-50	50	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	52.14	98.1	98.9043	178.2	99	358.6	3.75	1.881	5.5	
CACTUAR-50	50	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			94.9069	163			0			1.65
CACTUAR-50	50	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			96.3556	170.5			3.75			27
CACTUAR-51	51	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	32.725	96.3		346.5	94.6	338.8	0.6003	2.112	2.068	
CACTUAR-51	51	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				333.3			3.6663			0.0374
CACTUAR-53	53	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993										
CACTUAR-53	53	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	52.707		96.2753	178		344.19		2.079		
CACTUAR-53	53	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993	44.682			194.7		333.41	7.5	2.123		
CACTUAR-53	53	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994			95.8364	195.8						
CACTUAR-54	54	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	50.798	81	97.3753	177.1	97	348.381	0	1.914	1.93	
CACTUAR-54	54	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	52.3611	99.36	97.2994	181.5	99.5	356.994	2.5	2.123	1.914	
CACTUAR-54	54	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	53.691	94.35	95.8474	183.7	99.68	340.054	34.8337		2.31	
CACTUAR-54	54	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999							0			
CACTUAR-54	54	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	41.063		97.394	188.1			0			
CACTUAR-54	54	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001			96.8781	178.2			3.6663			
CACTUAR-55	55	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	56.287	99	98.3554	176	99	347.6	84.3337	1.969	1.826	
CACTUAR-55	55	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			97.6437	162.8			2.75			0
CACTUAR-56	56	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	57.5245			349.8			25			
CACTUAR-56	56	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				358.6			5.5			
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee		2002							5.5			
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee		2003							0			
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	52.4711			350.9			8.25			
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	49.533	92.736		357.5	99.088	317.658	4.333	1.86	1.936	
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	56.595	97.152		341	88.814	336.006	0	1.815	1.716	
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	57.398			350.9			3.6663			
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	57.28	200.2		358.6	76.284		42.1663		2.134	
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002		99.9		356.4	93.896	324.995	7.3337	1.903	1.925	
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	35.7			357.5			3.333			
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997							49.5			9.35
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998				357.5			8.25			4.275
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999				325.6			1			9
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	49.65			350.9			5			4.367
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001	48.636			358.6			3.6663			14.3
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				350.9			5.5			9
CACTUAR-57	57	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				346.5			0.667			6.6
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee		2002							40			
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	55.1111	88		335.5		307.45	0	1.99	1.95	
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	58.091	93.84		360.8	98.24	331.045	0	2.25	2.475	
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	62.002			345.4	98.52	336.347	5	2.123	2.222	
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	50.8332			358.6	97.76	342.353	8.0663	1.83	1.98	
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	60.5077			341	95.964	334.323	1.8337	2.068	2.09	
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	73.998			337.7			30.8997			
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	63.899			341			90			
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				358.6			9			
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995							0			2.2
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996				360.8			5.5			1.1
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997				353.1			7.3337			25
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998				358.6			85.7997			7.5
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999				333.3			9			1.925
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	64.471			336.6			9.5337			1.667
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001	67.254			342.1			76.5			0
CACTUAR-60	60	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				350.9			0			8
CACTUAR-61	61	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001				331.1			2.75			
CACTUAR-61	61	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				326.7			0.3663			
CACTUAR-61	61	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001							0			0.5
CACTUAR-61	61	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				326.7			9.1663			13.5663
CACTUAR-62	62	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	43	97.2	96.9375	174.9	99	347.71	2.5	2.09	2.101	
CACTUAR-62	62	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	45.9	99.9	96.9914	171.6	99	356.4	38.333	1.87	5.39	
CACTUAR-62	62	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			93.3614	179.3			0			3.5
CACTUAR-62	62	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			96.9474	178.2			16.5			59.8587
CACTUAR-63	63	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	40.4855	96.8		332.2	99	338.8	0	2.255	2.156	
CACTUAR-63	63	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				333.3			0			3.15
CACTUAR-65	65	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	48.9511	99.9	95.5889	187	99	352.55	1.65	1.87	1.738	
CACTUAR-65	65	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	51.92	97.9	98.8933	176	99	355.3	55	2.013	5.5	
CACTUAR-65	65	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			95.0686	179.3			0			0.55
CACTUAR-65	65	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			98.3598	167.2			18			27
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee		2002							27.5			
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee		2003							20			
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	53.301			352		333.047	15.4	2.013		
